DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DE,2019,22379.522,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DE,2020,21745.669,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DE,2021,25128.098,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2010,751.231,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2011,649.342,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2012,649.880,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2013,649.907,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2014,568.181,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2015,594.668,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2016,623.391,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2017,622.129,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2018,615.058,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2019,615.803,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2020,592.286,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,DK,2021,579.103,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2010,54.901,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2011,51.677,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2012,55.331,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2013,52.279,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2014,52.214,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2015,49.312,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2016,57.868,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2017,53.814,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2018,54.969,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2019,57.758,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2020,56.167,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EE,2021,60.303,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2010,254.619,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2011,348.002,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2012,310.316,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2013,232.439,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2014,231.578,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2015,355.694,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2016,329.084,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2017,360.665,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2018,331.327,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2019,384.376,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2020,441.991,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EL,2021,499.310,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2010,4254.868,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2011,3411.930,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2012,3509.432,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2013,3193.569,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2014,3094.346,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2015,3318.020,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2016,3335.066,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2017,3323.510,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2018,3653.869,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2019,3457.094,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2020,3474.386,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ES,2021,3634.566,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2010,92180.353,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2011,80771.228,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2012,85062.740,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2013,86508.378,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2014,70920.886,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2015,76833.896,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2016,81737.867,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2017,81410.204,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2018,80473.873,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2019,79623.462,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2020,78599.934,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,EU27_2020,2021,87708.422,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2010,46.044,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2011,30.933,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2012,33.319,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2013,29.449,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2014,28.676,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2015,25.365,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2016,26.226,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2017,25.900,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2018,24.508,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2019,26.658,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2020,23.949,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FI,2021,28.604,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2010,13871.086,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2011,12696.194,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2012,14055.678,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2013,14507.507,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2014,10840.899,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2015,11673.430,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2016,12630.385,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2017,12270.857,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2018,11548.358,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2019,11362.959,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2020,10753.208,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,FR,2021,11820.547,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2013,471.305,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2014,503.090,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2015,573.824,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2016,652.918,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2017,744.347,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2018,722.730,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2019,830.680,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2020,944.932,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,GE,2021,1032.062,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2010,595.163,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2011,544.261,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2012,511.758,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2013,488.306,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2014,433.126,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2015,446.260,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2016,466.082,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2017,479.127,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2018,467.211,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2019,459.103,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2020,485.657,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HR,2021,524.147,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2010,3259.759,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2011,2966.380,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2012,2704.020,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2013,2513.070,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2014,2320.679,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2015,2625.838,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2016,2813.435,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2017,2971.711,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2018,2830.568,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2019,2792.906,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2020,3026.655,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,HU,2021,3329.364,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2010,708.291,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2011,568.121,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2012,599.278,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2013,604.987,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2014,534.590,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2015,553.989,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2016,561.849,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2017,554.373,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2018,602.870,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2019,590.159,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2020,588.564,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IE,2021,593.790,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2010,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2011,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2012,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2013,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2014,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2015,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2016,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2017,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2018,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2019,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2020,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IS,2021,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2010,18697.592,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2011,17989.639,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2012,18116.552,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2013,18073.087,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2014,15150.838,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2015,16985.555,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2016,17097.463,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2017,17260.611,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2018,16499.391,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2019,16126.645,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2020,15932.597,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,IT,2021,16837.537,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2010,158.383,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2011,144.776,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2012,135.426,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2013,123.173,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2014,119.991,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2015,122.678,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2016,145.464,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2017,153.785,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2018,164.724,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2019,160.859,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2020,174.375,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LT,2021,219.905,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2010,229.309,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2011,215.773,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2012,199.806,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2013,211.339,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2014,203.107,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2015,221.364,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2016,235.478,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2017,267.553,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2018,244.532,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2019,246.392,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2020,258.198,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LU,2021,240.646,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2010,124.441,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2011,106.836,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2012,106.814,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2013,101.698,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2014,101.333,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2015,98.087,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2016,106.362,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2017,111.346,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2018,119.182,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2019,110.732,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2020,109.571,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,LV,2021,115.401,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2010,264.574,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2011,250.709,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2012,225.666,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2013,210.404,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2014,215.219,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2015,202.945,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2016,212.790,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2017,225.114,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2018,258.036,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2019,259.392,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2020,288.306,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MD,2021,343.981,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2010,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2011,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2012,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2013,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2014,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2015,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2016,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2017,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2018,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2019,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2020,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,ME,2021,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2010,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2011,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2012,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2013,0.000,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2014,0.043,
ESTAT:TEN00125(1.0),28/04/23 11:00:00,A,FC_OTH_HH_E,G3000,KTOE,MK,2015,0.064,
